date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:02:16	1669/1669	---M--	200	added ('OK')	image/png	etag:%228190d3bc5e4df93ebec687c5b5753fb3%22	http://tm.devitems.com/tmart/images/logo/logo.png	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/images/logo/logo.png	(from http://tm.devitems.com/tmart/index-4.html)
20:02:18	71131/71131	---M--	200	added ('OK')	text/html	etag:%225349f9b305ab94e959d8ed4efc1209e7%22	http://tm.devitems.com/tmart/index-2.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/index-2.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:18	71716/71716	---M--	200	added ('OK')	text/html	etag:%22b3a9110cca2aab90340e807f726e04ed%22	http://tm.devitems.com/tmart/index-3.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/index-3.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:20	125023/125023	---M--	200	added ('OK')	text/html	etag:%22b854aac4a4f65bc15fcfb938dea19dd7%22	http://tm.devitems.com/tmart/index-5.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/index-5.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:22	71773/71773	---M--	200	added ('OK')	text/html	etag:%2201fce03a697905311b32d6db24d2d8c5%22	http://tm.devitems.com/tmart/index-6.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/index-6.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:24	76404/76404	---M--	200	added ('OK')	text/html	etag:%2224a67c2f18decfdbda5dec5410333d1e%22	http://tm.devitems.com/tmart/index-7.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/index-7.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:26	113589/113589	---M--	200	added ('OK')	text/html	etag:%220949dccc3af36b6721a0691372dd4d05%22	http://tm.devitems.com/tmart/index-8.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/index-8.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:28	207154/207154	---M--	200	added ('OK')	text/html	etag:%22c93bfafc1faf2a4b30abc36f3402bde4%22	http://tm.devitems.com/tmart/index-9.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/index-9.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:30	95093/95093	---M--	200	added ('OK')	text/html	etag:%226e4d31da7225a347d9c410e8bf53a83a%22	http://tm.devitems.com/tmart/index-10.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/index-10.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:32	321354/321354	---M--	200	added ('OK')	text/html	etag:%22332a01be0d0c0896cd0c79961ffb14dd%22	http://tm.devitems.com/tmart/index-11.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/index-11.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:34	65477/65477	---M--	200	added ('OK')	text/html	etag:%22bdfa0f1ce685848999b9e3724056d821%22	http://tm.devitems.com/tmart/portfolio-gutter-box-3.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-gutter-box-3.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:36	69590/69590	---M--	200	added ('OK')	text/html	etag:%221ffc23b6feca3cf603cdd521d07566f5%22	http://tm.devitems.com/tmart/portfolio-gutter-box-4.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-gutter-box-4.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:38	61466/61466	---M--	200	added ('OK')	text/html	etag:%2266f7c189b5065347854f805d66f6e58b%22	http://tm.devitems.com/tmart/portfolio-gutter-box-2.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-gutter-box-2.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:40	69521/69521	---M--	200	added ('OK')	text/html	etag:%2229f20517c814b6fd65b4350715e50b8f%22	http://tm.devitems.com/tmart/portfolio-nospace-box-4.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-nospace-box-4.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:42	65426/65426	---M--	200	added ('OK')	text/html	etag:%225ffa6f1a52de3e975b944d1736659954%22	http://tm.devitems.com/tmart/portfolio-nospace-box-3.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-nospace-box-3.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:44	61437/61437	---M--	200	added ('OK')	text/html	etag:%2215125b689acc444777a2c2f9cf036200%22	http://tm.devitems.com/tmart/portfolio-nospace-box-2.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-nospace-box-2.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:46	77690/77690	---M--	200	added ('OK')	text/html	etag:%2281ffe38197a821cef85553e2fa8b3522%22	http://tm.devitems.com/tmart/portfolio-gutter-full-wide-6.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-gutter-full-wide-6.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:48	69596/69596	---M--	200	added ('OK')	text/html	etag:%222bc4adcbaa1340c9511f95e34250820a%22	http://tm.devitems.com/tmart/portfolio-gutter-full-wide-4.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-gutter-full-wide-4.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:50	77577/77577	---M--	200	added ('OK')	text/html	etag:%2275795309db2f136cffd85bc11e542da0%22	http://tm.devitems.com/tmart/portfolio-nospace-full-wide-6.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-nospace-full-wide-6.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:52	69413/69413	---M--	200	added ('OK')	text/html	etag:%22648a2bc3d8bf7f004e1a90652fc941bb%22	http://tm.devitems.com/tmart/portfolio-nospace-full-wide-4.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-nospace-full-wide-4.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:54	67575/67575	---M--	200	added ('OK')	text/html	etag:%22c68548b3300639623d3bd087f8bde7c5%22	http://tm.devitems.com/tmart/portfolio-card-box-4.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-card-box-4.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:56	64043/64043	---M--	200	added ('OK')	text/html	etag:%22fa84023c8c8c3eae5741889fd58e712f%22	http://tm.devitems.com/tmart/portfolio-card-box-3.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-card-box-3.html	(from http://tm.devitems.com/tmart/index-4.html)
20:02:58	60508/60508	---M--	200	added ('OK')	text/html	etag:%22a7930c03618de6dbfd3872f852e6da92%22	http://tm.devitems.com/tmart/portfolio-card-box-2.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-card-box-2.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:00	67689/67689	---M--	200	added ('OK')	text/html	etag:%22934c99381f06a23aa72957e43c20374e%22	http://tm.devitems.com/tmart/portfolio-card-full-wide-6.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-card-full-wide-6.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:02	67581/67581	---M--	200	added ('OK')	text/html	etag:%2252aa9215ab8483d9a9023b442a407baa%22	http://tm.devitems.com/tmart/portfolio-card-full-wide-4.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-card-full-wide-4.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:04	63485/63485	---M--	200	added ('OK')	text/html	etag:%226dc27fd9d3428c4065537d023e6f156a%22	http://tm.devitems.com/tmart/portfolio-masonry-4.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-masonry-4.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:06	60980/60980	---M--	200	added ('OK')	text/html	etag:%220f6aaa2a6ec6779df250bb390a628bf4%22	http://tm.devitems.com/tmart/portfolio-masonry-3.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-masonry-3.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:08	60141/60141	---M--	200	added ('OK')	text/html	etag:%22dbd3690e1b8fa6b7788a07c4ab88fdd2%22	http://tm.devitems.com/tmart/portfolio-masonry-2.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-masonry-2.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:10	63408/63408	---M--	200	added ('OK')	text/html	etag:%22d345fa881d369ab6a09c0291b90fb1cd%22	http://tm.devitems.com/tmart/portfolio-nospace-masonry-4.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-nospace-masonry-4.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:12	60924/60924	---M--	200	added ('OK')	text/html	etag:%229e80ec7c41d32908cda5b65d08563d27%22	http://tm.devitems.com/tmart/portfolio-nospace-masonry-3.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-nospace-masonry-3.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:14	60094/60094	---M--	200	added ('OK')	text/html	etag:%22fe086da44b6bccc3126e295653fc6b7a%22	http://tm.devitems.com/tmart/portfolio-nospace-masonry-2.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-nospace-masonry-2.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:16	63489/63489	---M--	200	added ('OK')	text/html	etag:%2266c538f940f0f502ba0eb1b45759918b%22	http://tm.devitems.com/tmart/portfolio-gutter-masonry-fullwide-4.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-gutter-masonry-fullwide-4.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:18	63597/63597	---M--	200	added ('OK')	text/html	etag:%2243574ced28c6c9c0797da7bf60f55643%22	http://tm.devitems.com/tmart/portfolio-gutter-masonry-fullwide-6.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-gutter-masonry-fullwide-6.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:20	63431/63431	---M--	200	added ('OK')	text/html	etag:%22e8bfa88d6b6caed1123b249bc3d5f275%22	http://tm.devitems.com/tmart/portfolio-nospace-masonry-fullwide-4.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-nospace-masonry-fullwide-4.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:22	63537/63537	---M--	200	added ('OK')	text/html	etag:%22e3dfbbed253b8ab3c0cb5ee26d27ed68%22	http://tm.devitems.com/tmart/portfolio-nospace-masonry-fullwide-6.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-nospace-masonry-fullwide-6.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:24	82215/82215	---M--	200	added ('OK')	text/html	etag:%22989e48f90ec1e372cd3bbba379446299%22	http://tm.devitems.com/tmart/portfolio-gutter-box-3-carousel.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-gutter-box-3-carousel.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:26	82221/82221	---M--	200	added ('OK')	text/html	etag:%22c310253e5a937d14f7873e3af1d4c6e2%22	http://tm.devitems.com/tmart/portfolio-gutter-box-3-carousel-fullwide.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-gutter-box-3-carousel-fullwide.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:28	76430/76430	---M--	200	added ('OK')	text/html	etag:%22d3828c5257c452d296b0bc92f51e7d5d%22	http://tm.devitems.com/tmart/portfolio-card-box-3-carousel.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-card-box-3-carousel.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:30	76434/76434	---M--	200	added ('OK')	text/html	etag:%229d61c0176ef2ab22accc585f5f8fa7d3%22	http://tm.devitems.com/tmart/portfolio-card-box-3-carousel-fullwide.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-card-box-3-carousel-fullwide.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:32	60954/60954	---M--	200	added ('OK')	text/html	etag:%226b4d688a6b2c8a2dd8626ba55a8c41c2%22	http://tm.devitems.com/tmart/portfolio-justified-box-3.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-justified-box-3.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:34	60961/60961	---M--	200	added ('OK')	text/html	etag:%220904ab75423c11b3fa9667f676b0e598%22	http://tm.devitems.com/tmart/portfolio-justified-full-wide-3.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-justified-full-wide-3.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:36	60904/60904	---M--	200	added ('OK')	text/html	etag:%22187dfc2eae7bc74f48bdfd73d736a3cb%22	http://tm.devitems.com/tmart/portfolio-justified-box-nospace-3.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-justified-box-nospace-3.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:38	60910/60910	---M--	200	added ('OK')	text/html	etag:%22d3a11d93f96530e434ee75f8be5ea010%22	http://tm.devitems.com/tmart/portfolio-justified-nospace-fullwide-3.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/portfolio-justified-nospace-fullwide-3.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:40	60544/60544	---M--	200	added ('OK')	text/html	etag:%22fbce762be0336a4bd7f5dd2ee3299ee0%22	http://tm.devitems.com/tmart/single-portfolio.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/single-portfolio.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:42	60545/60545	---M--	200	added ('OK')	text/html	etag:%22d3cc6e5d0a3e9269bd805ef19f876d03%22	http://tm.devitems.com/tmart/single-portfolio-left-details.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/single-portfolio-left-details.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:44	66636/66636	---M--	200	added ('OK')	text/html	etag:%222c039db3167a3729f2245294d411ef8e%22	http://tm.devitems.com/tmart/single-portfolio-gallery.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/single-portfolio-gallery.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:46	61125/61125	---M--	200	added ('OK')	text/html	etag:%22df4305f94d30911b00209beca8adec77%22	http://tm.devitems.com/tmart/single-portfolio-slider.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/single-portfolio-slider.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:48	65809/65809	---M--	200	added ('OK')	text/html	etag:%223cbedeeb7a9f1b08a9336ef47391b955%22	http://tm.devitems.com/tmart/blog.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/blog.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:50	59811/59811	---M--	200	added ('OK')	text/html	etag:%227d6bdf6d2f25f634a2ab493ac1acb488%22	http://tm.devitems.com/tmart/blog-2-col.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/blog-2-col.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:52	67880/67880	---M--	200	added ('OK')	text/html	etag:%2210474c31de5980ca31ad0ab71a6434a8%22	http://tm.devitems.com/tmart/blog-2-col-leftsidebar.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/blog-2-col-leftsidebar.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:54	63834/63834	---M--	200	added ('OK')	text/html	etag:%22aae6a63f4feed24e5763edd794859161%22	http://tm.devitems.com/tmart/blog-4-col-fullwide.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/blog-4-col-fullwide.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:56	74642/74642	---M--	200	added ('OK')	text/html	etag:%2299421f9b85ca9ec3b8f2a14e6cdf1056%22	http://tm.devitems.com/tmart/blog-3-col-fullwide-sidebar.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/blog-3-col-fullwide-sidebar.html	(from http://tm.devitems.com/tmart/index-4.html)
20:03:58	63187/63187	---M--	200	added ('OK')	text/html	etag:%22262af4a098187e8c0d6046a6c09b7785%22	http://tm.devitems.com/tmart/blog-details.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/blog-details.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:00	63181/63181	---M--	200	added ('OK')	text/html	etag:%22b7feca3c8014e269b279f71f0a9c766b%22	http://tm.devitems.com/tmart/blog-details-left-sidebar.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/blog-details-left-sidebar.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:02	90794/90794	---M--	200	added ('OK')	text/html	etag:%223b95f6cfe983c3bdd578499689ce560d%22	http://tm.devitems.com/tmart/shop.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/shop.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:04	70892/70892	---M--	200	added ('OK')	text/html	etag:%2271674e85381c865d3c353bbe75e36624%22	http://tm.devitems.com/tmart/shop-2-col.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/shop-2-col.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:06	82793/82793	---M--	200	added ('OK')	text/html	etag:%22c5835977eb96a097efe7e0c11e995e0e%22	http://tm.devitems.com/tmart/shop-3-col.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/shop-3-col.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:08	82819/82819	---M--	200	added ('OK')	text/html	etag:%223769e132935b06c6286904de99b1aa5e%22	http://tm.devitems.com/tmart/shop-4-col-full-wide.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/shop-4-col-full-wide.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:10	82819/82819	---M--	200	added ('OK')	text/html	etag:%2292c1a357b0cc053a672a29d17f88b6bb%22	http://tm.devitems.com/tmart/shop-6-col-full-wide.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/shop-6-col-full-wide.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:12	85017/85017	---M--	200	added ('OK')	text/html	etag:%221a5fa29af65c42ad94e0195904b3efee%22	http://tm.devitems.com/tmart/shop-on-sale.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/shop-on-sale.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:14	97401/97401	---M--	200	added ('OK')	text/html	etag:%22e1bdd49166b7e6540d1a9947c5293e39%22	http://tm.devitems.com/tmart/shop-sidebar.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/shop-sidebar.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:16	97440/97440	---M--	200	added ('OK')	text/html	etag:%2264637acd4b76ad13ffcc3069bf26d47f%22	http://tm.devitems.com/tmart/shop-right-sidebar.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/shop-right-sidebar.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:18	76418/76418	---M--	200	added ('OK')	text/html	etag:%22bb787aa0d2a0913992c82a1d000856bc%22	http://tm.devitems.com/tmart/product-details.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/product-details.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:20	76417/76417	---M--	200	added ('OK')	text/html	etag:%22ed49409e0aecc8044b69f25ad0a00545%22	http://tm.devitems.com/tmart/product-details-2.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/product-details-2.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:22	72952/72952	---M--	200	added ('OK')	text/html	etag:%22151c3c638196e2f8fcef3b2548c17baf%22	http://tm.devitems.com/tmart/product-details-gallery-left.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/product-details-gallery-left.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:25	72954/72954	---M--	200	added ('OK')	text/html	etag:%22f17eaa2a03cc925f56693834b3f5dbf0%22	http://tm.devitems.com/tmart/product-details-gallery-right.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/product-details-gallery-right.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:27	72947/72947	---M--	200	added ('OK')	text/html	etag:%2296cfadacf77b456cf1fd52e7e479e21a%22	http://tm.devitems.com/tmart/product-details-sticky-left.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/product-details-sticky-left.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:29	72935/72935	---M--	200	added ('OK')	text/html	etag:%22d72e55c32aafe5307576b63836f9c9e6%22	http://tm.devitems.com/tmart/product-details-sticky-right.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/product-details-sticky-right.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:31	73427/73427	---M--	200	added ('OK')	text/html	etag:%22419998704b0730c2b71c0b3597722b37%22	http://tm.devitems.com/tmart/product-details-slider-box.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/product-details-slider-box.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:33	73554/73554	---M--	200	added ('OK')	text/html	etag:%22a536bf61d02c4178394667fb44196d9c%22	http://tm.devitems.com/tmart/product-details-slider-full-wide.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/product-details-slider-full-wide.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:37	62121/62121	---M--	200	added ('OK')	text/html	etag:%228027be06e22f149bcc22a34f9c8f57a4%22	http://tm.devitems.com/tmart/about.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/about.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:38	53968/53968	---M--	200	added ('OK')	text/html	etag:%2235ab275c2661a8c70202f54cb990cea9%22	http://tm.devitems.com/tmart/cart.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/cart.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:40	51903/51903	---M--	200	added ('OK')	text/html	etag:%22d90ef61b85b6bad21dd198b1f2b46dbf%22	http://tm.devitems.com/tmart/wishlist.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/wishlist.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:41	54193/54193	---M--	200	added ('OK')	text/html	etag:%2205408f528ca9913eedd59e81f218faf1%22	http://tm.devitems.com/tmart/checkout.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/checkout.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:43	61306/61306	---M--	200	added ('OK')	text/html	etag:%22116f77fcff53c980b6323cbd39aa776a%22	http://tm.devitems.com/tmart/team.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/team.html	(from http://tm.devitems.com/tmart/index-4.html)
20:04:45	50628/50628	---M--	200	added ('OK')	text/html	etag:%2268d6ef53e4418d1b80c1f01acbd4c94f%22	http://tm.devitems.com/tmart/login-register.html	C:/My%20Web%20Sites/Minimalist/tm.devitems.com/tmart/login-register.html	(from http://tm.devitems.com/tmart/index-4.html)
